12.08:23.15.04ERROR	ru.sfedu.mydiplom.dao.CsvAPI:156 - 
12.09:13.17.30TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228339908;140000.0;0;20;10.0;1481228339908;0;0
12.09:13.17.30TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228339947;175000.0;0;20;10.0;1481228339947;0;0
12.09:13.17.30TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228339987;210000.0;0;20;10.0;1481228339987;0;0
12.09:13.17.30TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228340028;245000.0;0;20;10.0;1481228340028;0;0
12.09:13.17.30TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228340071;280000.0;0;20;10.0;1481228340071;0;0
12.09:13.17.30TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228340114;315000.0;0;20;10.0;1481228340114;0;0
12.09:13.17.30TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039253;7000000.0;0;20;10.0;1481226039253;0;0
12.09:13.17.30TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812592;7000000.0;0;20;10.0;1481227812592;0;0
12.09:13.17.30TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106013;7000000.0;0;20;10.0;1481228106013;0;0
12.09:13.17.30TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228339834;7000000.0;0;20;10.0;1481228339834;0;0
12.09:13.17.30ERROR	ru.sfedu.mydiplom.dao.CsvAPI:170 - 
12.09:13.17.30ERROR	ru.sfedu.mydiplom.dao.CsvAPI:170 - 
12.09:13.17.30ERROR	ru.sfedu.mydiplom.dao.CsvAPI:170 - 
12.09:13.17.30ERROR	ru.sfedu.mydiplom.dao.CsvAPI:170 - 
12.09:13.17.30ERROR	ru.sfedu.mydiplom.dao.CsvAPI:170 - 
12.09:13.17.30ERROR	ru.sfedu.mydiplom.dao.CsvAPI:170 - 
12.09:13.17.30ERROR	ru.sfedu.mydiplom.dao.CsvAPI:170 - 
12.09:13.17.30ERROR	ru.sfedu.mydiplom.dao.CsvAPI:170 - 
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039250;35000.0;0;20;10.0;1481226039250;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812570;35000.0;0;20;10.0;1481227812570;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228105988;35000.0;0;20;10.0;1481228105988;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228339799;35000.0;0;20;10.0;1481228339799;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278651755;35000.0;0;20;10.0;1481278651755;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039250;35000.0;0;20;10.0;1481226039250;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039258;105000.0;0;20;10.0;1481226039258;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039263;140000.0;0;20;10.0;1481226039263;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039270;175000.0;0;20;10.0;1481226039270;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039280;210000.0;0;20;10.0;1481226039280;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039291;245000.0;0;20;10.0;1481226039291;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039301;280000.0;0;20;10.0;1481226039301;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039312;315000.0;0;20;10.0;1481226039312;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812570;35000.0;0;20;10.0;1481227812570;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812609;105000.0;0;20;10.0;1481227812609;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812628;140000.0;0;20;10.0;1481227812628;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812647;175000.0;0;20;10.0;1481227812647;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812667;210000.0;0;20;10.0;1481227812667;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812694;245000.0;0;20;10.0;1481227812694;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812717;280000.0;0;20;10.0;1481227812717;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812741;315000.0;0;20;10.0;1481227812741;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228105988;35000.0;0;20;10.0;1481228105988;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106039;105000.0;0;20;10.0;1481228106039;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106066;140000.0;0;20;10.0;1481228106066;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106093;175000.0;0;20;10.0;1481228106093;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106122;210000.0;0;20;10.0;1481228106122;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106153;245000.0;0;20;10.0;1481228106153;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106185;280000.0;0;20;10.0;1481228106185;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106217;315000.0;0;20;10.0;1481228106217;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228339799;35000.0;0;20;10.0;1481228339799;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228339872;105000.0;0;20;10.0;1481228339872;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228339908;140000.0;0;20;10.0;1481228339908;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228339947;175000.0;0;20;10.0;1481228339947;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228339987;210000.0;0;20;10.0;1481228339987;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228340028;245000.0;0;20;10.0;1481228340028;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228340071;280000.0;0;20;10.0;1481228340071;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228340114;315000.0;0;20;10.0;1481228340114;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039253;7000000.0;0;20;10.0;1481226039253;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812592;7000000.0;0;20;10.0;1481227812592;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106013;7000000.0;0;20;10.0;1481228106013;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228339834;7000000.0;0;20;10.0;1481228339834;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278651711;0.0;0;20;10.0;1481278651711;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278651755;35000.0;0;20;10.0;1481278651755;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278651802;70000.0;0;20;10.0;1481278651802;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278651849;105000.0;0;20;10.0;1481278651849;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278651897;140000.0;0;20;10.0;1481278651897;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278651947;175000.0;0;20;10.0;1481278651947;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278651997;210000.0;0;20;10.0;1481278651997;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278652049;245000.0;0;20;10.0;1481278652049;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278652102;280000.0;0;20;10.0;1481278652102;0;0
12.09:13.17.55TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278652157;315000.0;0;20;10.0;1481278652157;0;0
12.09:13.27.22TRACE	ru.sfedu.mydiplom.dao.CsvAPI:73 - 1481278677537
12.09:13.27.22TRACE	ru.sfedu.mydiplom.dao.CsvAPI:73 - 1481278678108
12.09:13.27.22 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278678108
12.09:13.27.22TRACE	ru.sfedu.mydiplom.dao.CsvAPI:73 - 1481278675904
12.09:13.27.22 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278675904
12.09:13.27.23TRACE	ru.sfedu.mydiplom.dao.CsvAPI:73 - 1481278676021
12.09:13.27.23 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278676021
12.09:13.27.23TRACE	ru.sfedu.mydiplom.dao.CsvAPI:73 - 1481278676518
12.09:13.27.23 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278676518
12.09:13.27.23TRACE	ru.sfedu.mydiplom.dao.CsvAPI:73 - 1481278677031
12.09:13.27.23 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278677031
12.09:13.27.28ERROR	ru.sfedu.mydiplom.dao.CsvAPI:175 - 
12.09:13.27.29TRACE	ru.sfedu.mydiplom.dao.CsvAPI:73 - 1481278678108
12.09:13.27.29 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278678108
12.09:13.27.29TRACE	ru.sfedu.mydiplom.dao.CsvAPI:73 - 1481278675904
12.09:13.27.29 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278675904
12.09:13.27.29TRACE	ru.sfedu.mydiplom.dao.CsvAPI:73 - 1481278676021
12.09:13.27.29 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278676021
12.09:13.27.29TRACE	ru.sfedu.mydiplom.dao.CsvAPI:73 - 1481278676518
12.09:13.27.29 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278676518
12.09:13.27.29TRACE	ru.sfedu.mydiplom.dao.CsvAPI:73 - 1481278677031
12.09:13.27.29 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278677031
12.09:13.32.42ERROR	ru.sfedu.mydiplom.dao.CsvAPI:179 - 
12.09:13.32.42TRACE	ru.sfedu.mydiplom.dao.CsvAPI:75 - 1481278678108
12.09:13.32.43 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278678108
12.09:13.32.43TRACE	ru.sfedu.mydiplom.dao.CsvAPI:75 - 1481278675904
12.09:13.32.43 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278675904
12.09:13.32.43TRACE	ru.sfedu.mydiplom.dao.CsvAPI:75 - 1481278676021
12.09:13.32.43 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278676021
12.09:13.32.43TRACE	ru.sfedu.mydiplom.dao.CsvAPI:75 - 1481278676518
12.09:13.32.43 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278676518
12.09:13.32.43TRACE	ru.sfedu.mydiplom.dao.CsvAPI:75 - 1481278677031
12.09:13.32.43 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278677031
12.09:13.40.03ERROR	ru.sfedu.mydiplom.dao.CsvAPI:179 - 
12.09:13.40.03TRACE	ru.sfedu.mydiplom.dao.CsvAPI:75 - 1481278678108
12.09:13.40.03 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278678108
12.09:13.40.04TRACE	ru.sfedu.mydiplom.dao.CsvAPI:75 - 1481278675904
12.09:13.40.04 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278675904
12.09:13.40.04TRACE	ru.sfedu.mydiplom.dao.CsvAPI:75 - 1481278676021
12.09:13.40.04 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278676021
12.09:13.40.04TRACE	ru.sfedu.mydiplom.dao.CsvAPI:75 - 1481278676518
12.09:13.40.04 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278676518
12.09:13.40.04TRACE	ru.sfedu.mydiplom.dao.CsvAPI:75 - 1481278677031
12.09:13.40.04 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278677031
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039250;35000.0;0;20;10.0;1481226039250;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812570;35000.0;0;20;10.0;1481227812570;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228105988;35000.0;0;20;10.0;1481228105988;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228339799;35000.0;0;20;10.0;1481228339799;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278651755;35000.0;0;20;10.0;1481278651755;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278677481;35000.0;0;20;10.0;1481278677481;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039250;35000.0;0;20;10.0;1481226039250;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039258;105000.0;0;20;10.0;1481226039258;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039263;140000.0;0;20;10.0;1481226039263;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039270;175000.0;0;20;10.0;1481226039270;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039280;210000.0;0;20;10.0;1481226039280;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039291;245000.0;0;20;10.0;1481226039291;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039301;280000.0;0;20;10.0;1481226039301;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039312;315000.0;0;20;10.0;1481226039312;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812570;35000.0;0;20;10.0;1481227812570;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812609;105000.0;0;20;10.0;1481227812609;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812628;140000.0;0;20;10.0;1481227812628;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812647;175000.0;0;20;10.0;1481227812647;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812667;210000.0;0;20;10.0;1481227812667;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812694;245000.0;0;20;10.0;1481227812694;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812717;280000.0;0;20;10.0;1481227812717;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812741;315000.0;0;20;10.0;1481227812741;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228105988;35000.0;0;20;10.0;1481228105988;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106039;105000.0;0;20;10.0;1481228106039;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106066;140000.0;0;20;10.0;1481228106066;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106093;175000.0;0;20;10.0;1481228106093;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106122;210000.0;0;20;10.0;1481228106122;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106153;245000.0;0;20;10.0;1481228106153;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106185;280000.0;0;20;10.0;1481228106185;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106217;315000.0;0;20;10.0;1481228106217;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228339799;35000.0;0;20;10.0;1481228339799;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228339872;105000.0;0;20;10.0;1481228339872;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228339908;140000.0;0;20;10.0;1481228339908;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228339947;175000.0;0;20;10.0;1481228339947;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228339987;210000.0;0;20;10.0;1481228339987;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228340028;245000.0;0;20;10.0;1481228340028;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228340071;280000.0;0;20;10.0;1481228340071;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228340114;315000.0;0;20;10.0;1481228340114;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039253;7000000.0;0;20;10.0;1481226039253;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812592;7000000.0;0;20;10.0;1481227812592;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106013;7000000.0;0;20;10.0;1481228106013;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228339834;7000000.0;0;20;10.0;1481228339834;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278651755;35000.0;0;20;10.0;1481278651755;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278651849;105000.0;0;20;10.0;1481278651849;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278651897;140000.0;0;20;10.0;1481278651897;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278651947;175000.0;0;20;10.0;1481278651947;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278651997;210000.0;0;20;10.0;1481278651997;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278652049;245000.0;0;20;10.0;1481278652049;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278652102;280000.0;0;20;10.0;1481278652102;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278652157;315000.0;0;20;10.0;1481278652157;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278651802;7000000.0;0;20;10.0;1481278651802;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278677428;0.0;0;20;10.0;1481278677428;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278677481;35000.0;0;20;10.0;1481278677481;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278677594;105000.0;0;20;10.0;1481278677594;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278677652;140000.0;0;20;10.0;1481278677652;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278677711;175000.0;0;20;10.0;1481278677711;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278677772;210000.0;0;20;10.0;1481278677772;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278677831;245000.0;0;20;10.0;1481278677831;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278677891;280000.0;0;20;10.0;1481278677891;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278677956;315000.0;0;20;10.0;1481278677956;0;0
12.12:19.31.26TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278677537;7000000.0;0;20;10.0;1481278677537;0;0
12.12:19.31.26ERROR	ru.sfedu.mydiplom.dao.CsvAPI:179 - 
12.12:19.31.26TRACE	ru.sfedu.mydiplom.dao.CsvAPI:75 - 1481278678108
12.12:19.31.26 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278678108
12.12:19.31.26TRACE	ru.sfedu.mydiplom.dao.CsvAPI:75 - 1481278675904
12.12:19.31.26 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278675904
12.12:19.31.26TRACE	ru.sfedu.mydiplom.dao.CsvAPI:75 - 1481278676021
12.12:19.31.27 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278676021
12.12:19.31.27TRACE	ru.sfedu.mydiplom.dao.CsvAPI:75 - 1481278676518
12.12:19.31.27 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278676518
12.12:19.31.27TRACE	ru.sfedu.mydiplom.dao.CsvAPI:75 - 1481278677031
12.12:19.31.27 WARN	ru.sfedu.mydiplom.dao.CsvAPI:56 - Object already exist with ID:1481278677031
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039250;35000.0;0;20;10.0;1481226039250;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812570;35000.0;0;20;10.0;1481227812570;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228105988;35000.0;0;20;10.0;1481228105988;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228339799;35000.0;0;20;10.0;1481228339799;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278651755;35000.0;0;20;10.0;1481278651755;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481278677481;35000.0;0;20;10.0;1481278677481;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481560289572;35000.0;0;20;10.0;1481560289572;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039250;35000.0;0;20;10.0;1481226039250;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039258;105000.0;0;20;10.0;1481226039258;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039263;140000.0;0;20;10.0;1481226039263;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039270;175000.0;0;20;10.0;1481226039270;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039280;210000.0;0;20;10.0;1481226039280;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039291;245000.0;0;20;10.0;1481226039291;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039301;280000.0;0;20;10.0;1481226039301;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481226039312;315000.0;0;20;10.0;1481226039312;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812570;35000.0;0;20;10.0;1481227812570;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812609;105000.0;0;20;10.0;1481227812609;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812628;140000.0;0;20;10.0;1481227812628;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812647;175000.0;0;20;10.0;1481227812647;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812667;210000.0;0;20;10.0;1481227812667;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812694;245000.0;0;20;10.0;1481227812694;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812717;280000.0;0;20;10.0;1481227812717;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481227812741;315000.0;0;20;10.0;1481227812741;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228105988;35000.0;0;20;10.0;1481228105988;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106039;105000.0;0;20;10.0;1481228106039;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106066;140000.0;0;20;10.0;1481228106066;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106093;175000.0;0;20;10.0;1481228106093;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106122;210000.0;0;20;10.0;1481228106122;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106153;245000.0;0;20;10.0;1481228106153;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106185;280000.0;0;20;10.0;1481228106185;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228106217;315000.0;0;20;10.0;1481228106217;0;0
12.12:19.41.47TRACE	ru.sfedu.mydiplom.MyDiplomClient:28 - 1481228339799;35000.0;0;20;10.0;1481228339799;0;0
